unamed,ticker,company_name,median_worker_pay,pay_ratio,ceo_name,salary,industry
895,TBK,"Triumph Financial, Inc.",48657,50,Aaron Graft,2444169,Financials
655,CIVB,"Civista Bancshares, Inc.",48630,17,Dennis Shaffer,848289,Financials
461,USNA,"USANA Health Sciences, Inc.",48624,80,Kevin Guest,3909615,Consumer Staples
685,ENVA,"Enova International, Inc.",48549,220,David Fisher,10686807,Financials
723,FRME,First Merchants Corporation,48488,30,Mark Hardwick,1454487,Financials
30,GCI,"Gannett Co., Inc.",48419,160,Michael Reed,7741052,Communication Services
162,DORM,"Dorman Products, Inc.",48388,70,Kevin Olsen,3377508,Consumer Discretionary
1736,MU,"Micron Technology, Inc.",48310,597,Sanjay Mehrotra,28840809,Information Technology
1244,AIMC,Altra Industrial Motion Corp.,48245,136,Carl Christenson,6550233,Industrials
1304,CSL,Carlisle Companies Incorporated,48224,229,D. Koch,11042404,Industrials
1415,LECO,"Lincoln Electric Holdings, Inc.",48154,191,Christopher Mapes,9213820,Industrials
1466,PKE,Park Aerospace Corp.,48046,6,Brian Shore,297114,Industrials
354,VVNT,"Vivint Smart Home, Inc.",48024,700,David Bywater,33617639,Consumer Discretionary
1658,EBIX,"Ebix, Inc.",47968,75,Robin Raina,3604350,Information Technology
272,ODP,The ODP Corporation,47937,229,Gerry Smith,10981650,Consumer Discretionary
1324,EAF,GrafTech International Ltd.,47912,72,David Rintoul,3445257,Industrials
1420,LSTR,"Landstar System, Inc.",47865,113,James Gattoni,5398583,Industrials
738,HBCP,"Home Bancorp, Inc.",47789,17,John Bordelon,835385,Financials
1874,CCF,Chase Corporation,47770,36,Adam Chase,1705750,Materials
1182,SEM,Select Medical Holdings Corporation,47740,245,David Chernow,11687600,Health Care
149,DAN,Dana Incorporated,47624,223,James Kamsickas,10616003,Consumer Discretionary
462,UTZ,"UTZ Brands, Inc.",47567,21,Dylan Lissette,1012309,Consumer Staples
2115,AES,The AES Corporation,47543,302,Andres Gluski,14379190,Utilities
1373,HLIO,"Helios Technologies, Inc.",47502,112,Josef Matosevic,5331976,Industrials
1529,TTC,The Toro Company,47443,182,Richard Olson,8629851,Industrials
611,BFC,Bank First Corporation,47363,27,Michael Molepske,1297972,Financials
1940,SCCO,Southern Copper Corporation,47359,31,Oscar Rocha,1462085,Materials
1267,ATKR,"Atkore, Inc.",47348,157,William Waltz,7410815,Industrials
1564,XPO,"XPO, Inc.",47257,466,Bradley Jacobs,22043280,Industrials
401,EPC,Edgewell Personal Care Co.,47219,197,Rod Little,9320280,Consumer Staples
1354,GFF,Griffon Corporation,47195,417,Ronald Kramer,19698397,Industrials
1411,KMT,"Kennametal, Inc.",47133,130,Christopher Rossi,6131892,Industrials
1812,TCX,Tucows Inc.,47025,16,Elliot Noss,773450,Information Technology
1870,BERY,"Berry Global Group, Inc.",46842,245,Thomas Salmon,11498501,Materials
278,PATK,"Patrick Industries, Inc.",46783,172,Andy Nemeth,8023798,Consumer Discretionary
298,REAL,"The RealReal, Inc.",46767,107,Julie Wainwright,4985262,Consumer Discretionary
145,CVCO,"Cavco Industries, Inc.",46764,101,William Boor,4717716,Consumer Discretionary
1848,XRX,Xerox Holdings Corporation,46676,266,Giovanni Visentin,12418877,Information Technology
34,GTN,"Gray Television, Inc.",46627,247,Hilton Howell Jr.,11515178,Communication Services
1562,WTS,"Watts Water Technologies, Inc.",46445,152,Robert Pagano,7070685,Industrials
601,AUB,Atlantic Union Bankshares Corp.,46397,70,John Asbury,3265938,Financials
1349,FWRD,Forward Air Corporation,46360,130,Thomas Schmitt,6048000,Industrials
989,BAX,Baxter International Inc.,46351,337,Jose Almeida,15634734,Health Care
1721,MCHP,Microchip Technology Incorporated,46326,275,Ganesh Moorthy,12759667,Information Technology
1434,MLR,"Miller Industries, Inc.",46256,15,William Miller II,689213,Industrials
1273,AZZ,AZZ Inc.,46231,90,Thomas Ferguson,4141268,Industrials
1457,NX,Quanex Building Products Corporation,46167,89,George Wilson,4110943,Industrials
1573,ADI,"Analog Devices, Inc.",46141,668,Vincent Roche,30824323,Information Technology
823,OZK,Bank OZK,46058,119,George Gleason,5487734,Financials
1139,NVST,Envista Holdings Corp.,45949,200,Amir Aghdaei,9199748,Health Care
440,PRMW,Primo Water Corp.,45852,116,Thomas Harrington,5332744,Consumer Staples
1039,EHC,Encompass Health Corporation,45802,180,Mark Tarr,8252128,Health Care
1463,PBI,Pitney Bowes Inc.,45551,108,Marc Lautenbach,4913939,Industrials
1213,UHS,"Universal Health Services, Inc.",45454,308,Marc Miller,14020942,Health Care
393,COST,Costco Wholesale Corporation,45450,218,W. Jelinek,9905070,Consumer Staples
1314,DCO,Ducommun Incorporated,45428,139,Stephen Oswald,6299167,Industrials
630,BSRR,Sierra Bancorp,45347,29,Kevin McPhaill,1297509,Financials
1058,HAE,Haemonetics Corporation,45323,192,Christopher Simon,8702220,Health Care
1476,R,"Ryder System, Inc.",45296,199,Robert Sanchez,9008488,Industrials
1552,WAB,Westinghouse Air Brake Technologies Corporation,45266,244,Rafael Santana,11027238,Industrials
419,KHC,The Kraft Heinz Company,45260,190,Miguel Patricio,8605599,Consumer Staples
803,NCBS,"Nicolet Bankshares, Inc.",45240,78,Michael Daniels,3529055,Financials
1535,UFPI,"UFP Industries, Inc.",45230,216,Matthew Missad,9757808,Industrials
168,ELY,Topgolf Callaway Brands Corp.,45136,601,Oliver Brewer,27135201,Consumer Discretionary
1025,CVS,CVS Health Corporation,45010,453,Karen Lynch,20388412,Health Care
642,CBAN,"Colony Bankcorp, Inc.",45000,19,T. Fountain,837383,Financials
1954,TG,Tredegar Corporation,44908,82,John Steitz,3673092,Materials
1363,GTLS,"Chart Industries, Inc.",44881,161,Jillian Evanko,7222516,Industrials
252,MBUU,"Malibu Boats, Inc.",44867,108,Jack Springer,4838018,Consumer Discretionary
1485,ROL,"Rollins, Inc.",44843,187,Gary Rollins,8393601,Industrials
1014,CNMD,CONMED Corporation,44812,209,Curt Hartman,9374480,Health Care
1433,MLKN,"MillerKnoll, Inc.",44810,111,Andrea Owen,4984838,Industrials
1320,DOOR,Masonite International Corp.,44784,109,Howard Heckes,4893869,Industrials
646,CCBG,"Capital City Bank Group, Inc.",44782,28,William Smith,1239364,Financials
389,CHEF,"The Chefs' Warehouse, Inc.",44780,144,Christopher Pappas,6437105,Consumer Staples
783,MCBC,Macatawa Bank Corporation,44716,14,Ronald Haan,637653,Financials
699,FCF,First Commonwealth Financial Corporation,44682,28,T. Price,1251199,Financials
584,AIZ,"Assurant, Inc.",44558,258,Alan Colberg,11504780,Financials
1240,ACCO,ACCO Brands Corporation,44545,163,Boris Elisman,7276781,Industrials
1699,IPGP,IPG Photonics Corporation,44504,164,Eugene Scherbakov,7284851,Information Technology
1382,HUBB,Hubbell Incorporated,44201,138,Gerben Bakker,6088700,Industrials
344,UFI,"Unifi, Inc.",44169,37,Edmund Ingle,1617866,Consumer Discretionary
1657,DXC,DXC Technology Co.,44156,650,Michael Salvino,28716680,Information Technology
1311,CXW,"CoreCivic, Inc.",44154,123,Damon Hininger,5445316,Industrials
417,K,Kellogg Company,44125,242,Steven Cahillane,10678337,Consumer Staples
368,WYNN,"Wynn Resorts, Limited",44048,294,Matthew Maddox,12928747,Consumer Discretionary
883,SMMF,"Summit Financial Group, Inc.",44000,29,H. Maddy III,1296705,Financials
379,BGS,"B&G Foods, Inc.",43852,138,Kenneth Keller Jr.,6040794,Consumer Staples
713,FMAO,"Farmers & Merchants Bancorp, Inc.",43803,16,Lars Eller,717791,Financials
202,GT,The Goodyear Tire & Rubber Company,43746,490,Richard Kramer,21415578,Consumer Discretionary
147,CWH,"Camping World Holdings, Inc.",43746,457,Marcus Lemonis,20011035,Consumer Discretionary
1264,ASGN,"ASGN, Inc.",43730,218,Theodore Hanson,9546278,Industrials
637,CARE,"Carter Bankshares, Inc.",43647,21,Litz Van Dyke,904665,Financials
1400,JCI,Johnson Controls International Plc,43640,359,George Oliver,15667017,Industrials
1019,CPSI,"Computer Programs and Systems, Inc.",43628,43,J. Douglas,1889943,Health Care
739,HBNC,"Horizon Bancorp, Inc.",43617,32,Craig Dwight,1402379,Financials
695,FBMS,"The First Bancshares, Inc.",43570,39,M. Cole,1677507,Financials
153,DECK,Deckers Outdoor Corporation,43501,250,David Powers,10854934,Consumer Discretionary
2017,EXR,Extra Space Storage Inc.,43361,169,Joseph Margolis,7315982,Real Estate
1944,SHW,The Sherwin-Williams Company,43321,366,John Morikis,15843760,Materials
1496,SHYF,"The Shyft Group, Inc.",43273,119,Daryl Adams,5147927,Industrials
1371,HI,"Hillenbrand, Inc.",43247,155,Joe Raver,6697463,Industrials
858,RM,Regional Management Corp.,43240,86,Robert Beck,3726285,Financials
1897,GEF,"Greif, Inc.",43200,187,Peter Watson,8098389,Materials
1250,ALG,Alamo Group Inc.,43185,65,Jeffery Leonard,2816259,Industrials
1922,MYE,"Myers Industries, Inc.",43166,63,Michael McGaugh,2699503,Materials
2016,EXPI,"eXp World Holdings, Inc.",43110,44,Glenn Sanford,1898860,Real Estate
332,TNL,Travel + Leisure Co.,43088,246,Michael Brown,10620565,Consumer Discretionary
1645,DBD,"Diebold Nixdorf, Inc.",43006,609,Gerrard Schmid,26169529,Information Technology
1404,KAR,"KAR Auction Services, Inc.",43003,197,Peter Kelly,8477933,Industrials
355,W,"Wayfair, Inc.",42886,5,Niraj Shah,227271,Consumer Discretionary
1389,IAA,"IAA, Inc.",42867,116,John Kett,4990903,Industrials
830,PFIS,Peoples Financial Services Corp.,42842,24,Craig Best,1009089,Financials
869,SBSI,"Southside Bancshares, Inc.",42790,34,Lee Gibson,1442701,Financials
788,MKL,Markel Corporation,42786,108,Thomas Gayner,4624603,Financials
1710,LASR,"nLIGHT, Inc.",42759,134,Scott Keeney,5741065,Information Technology
420,KMB,Kimberly-Clark Corporation,42749,281,Michael Hsu,12009162,Consumer Staples
208,HGV,"Hilton Grand Vacations, Inc.",42745,408,Mark Wang,17455265,Consumer Discretionary
1740,NCR,NCR Corporation,42606,348,Michael Hayford,14840501,Information Technology
800,NAVI,Navient Corporation,42587,185,John Remondi,7883966,Financials
259,MNRO,"Monro, Inc.",42410,103,Michael Broderick,4366643,Consumer Discretionary
825,PB,"Prosperity Bancshares, Inc.",42388,131,David Zalman,5534173,Financials
1330,EPAC,Enerpac Tool Group Corp.,42144,164,Paul Sternlieb,6913268,Industrials
1498,SKYW,"Sky West, Inc.",42138,77,Russell Childs,3258862,Industrials
319,SKY,Skyline Champion Corporation,42124,137,Mark Yost,5765742,Consumer Discretionary
104,ATGE,Adtalem Global Education Inc.,42016,219,Stephen Beard,9204332,Consumer Discretionary
1450,NPK,"National Presto Industries, Inc.",41991,18,Maryjo Cohen,755905,Industrials
1635,CRSR,"Corsair Gaming, Inc.",41968,242,Andrew Paul,10174767,Information Technology
457,TSN,"Tyson Foods, Inc.",41967,286,Donnie King,12014497,Consumer Staples
2099,UMH,"UMH Properties, Inc.",41943,101,Samuel Landy,4231738,Real Estate
1146,OPK,"OPKO Health, Inc.",41879,50,Phillip Frost,2103600,Health Care
280,PETS,"PetMed Express, Inc.",41750,302,Mathew Hulett,12602605,Consumer Discretionary
981,ATRI,Atrion Corporation,41666,46,David Battat,1936585,Health Care
1300,CPRT,"Copart, Inc.",41662,745,Jeffrey Liaw,31033606,Industrials
810,NWBI,"Northwest Bancshares, Inc.",41624,41,Ronald Seiffert,1688530,Financials
1409,KFRC,Kforce Inc.,41608,152,David Dunkel,6329950,Industrials
194,GPC,Genuine Parts Company,41606,284,Paul Donahue,11810704,Consumer Discretionary
2035,IRM,Iron Mountain Incorporated,41600,410,William Meaney,17046118,Real Estate
1912,KWR,Quaker Houghton,41600,59,Andrew Tometich,2456570,Materials
1993,COLD,"Americold Realty Trust, Inc.",41521,36,George Chappelle Jr.,1489978,Real Estate
1495,SCS,Steelcase Inc.,41463,131,Sara Armbruster,5420546,Industrials
1856,AMCR,Amcor Plc,41332,239,Ronald Delia,9872758,Materials
1027,CYRX,"CryoPort, Inc.",41290,124,Jerrell Shelton,5132821,Health Care
1677,FLT,"FLEETCOR Technologies, Inc.",41265,1404,Ronald Clarke,57923473,Information Technology
1788,ROG,Rogers Corporation,41246,102,Bruce Hoechner,4188162,Information Technology
686,EQBK,"Equity Bancshares, Inc.",41125,56,Brad Elliott,2299501,Financials
964,AMEH,"Apollo Medical Holdings, Inc.",41066,216,Brandon Sim,8856157,Health Care
607,BANF,BancFirst Corporation,40925,19,David Harlow,796734,Financials
1336,FAST,Fastenal Company,40843,59,Daniel Florness,2423614,Industrials
1431,MIDD,The Middleby Corporation,40826,230,Timothy FitzGerald,9406995,Industrials
623,BPOP,"Popular, Inc.",40826,125,Ignacio Alvarez,5091629,Financials
1128,NEOG,Neogen Corporation,40794,106,John Adent,4315427,Health Care
726,GABC,"German American Bancorp, Inc.",40776,40,Mark Schroeder,1626579,Financials
1685,GLW,Corning Incorporated,40760,509,Wendell Weeks,20766032,Information Technology
1215,USPH,"U.S. Physical Therapy, Inc.",40757,102,Christopher Reading,4143576,Health Care
1913,LIN,Linde Plc,40659,773,Stephen Angel,31426032,Materials
566,WFRD,Weatherford International plc,40653,310,Girish Saligram,12591069,Energy
1945,SLGN,"Silgan Holdings, Inc.",40645,72,Adam Greenlee,2931122,Materials
528,NBR,Nabors Industries Ltd.,40613,246,Anthony Petrello,9984321,Energy
808,NNI,"Nelnet, Inc.",40517,67,Jeffrey Noordhoek,2732315,Financials
1602,AVT,"Avnet, Inc.",40474,201,Philip Gallagher,8129900,Information Technology
390,CL,Colgate-Palmolive Company,40469,382,Noel Wallace,15458151,Consumer Staples
384,CALM,"Cal-Maine Foods, Inc.",40464,32,Adolphus Baker,1292812,Consumer Staples
984,AVTR,"Avantor, Inc.",40456,328,Michael Stubblefield,13260913,Health Care
287,PRDO,Perdoceo Education Corporation,40454,124,Todd Nelson,4998632,Consumer Discretionary
705,FFIN,"First Financial Bankshares, Inc.",40396,85,F. Dueser,3442141,Financials
953,ACHC,"Acadia Healthcare Company, Inc.",40327,244,Debra Osteen,9853107,Health Care
248,LZB,La-Z-Boy Incorporated,40021,145,Melinda Whittington,5798794,Consumer Discretionary
1950,SUM,"Summit Materials, Inc.",40006,157,Anne Noonan,6296104,Materials
922,UWMC,UWM Holdings Corp.,39998,195,Mat Ishbia,7808350,Financials
416,JJSF,J&J Snack Foods Corp.,39852,37,Daniel Fachner,1493218,Consumer Staples
1263,ARRY,"Array Technologies, Inc.",39836,107,James Fusaro,4271575,Industrials
188,GHC,Graham Holdings Company,39833,57,Timothy O'Shaughnessy,2272461,Consumer Discretionary
1255,AMOT,Allied Motion Technologies Inc.,39676,98,Richard Warzala,3907236,Industrials
1284,BV,"BrightView Holdings, Inc.",39651,144,Andrew Masterman,5713386,Industrials
369,XPEL,"XPEL, Inc.",39613,33,Ryan Pape,1302500,Consumer Discretionary
1362,GTES,Gates Industrial Corporation Plc,39583,222,Ivo Jurek,8772300,Industrials
698,FCBC,"First Community Bancshares, Inc.",39536,17,William Stafford,690996,Financials
67,SCHL,Scholastic Corporation,39417,131,Peter Warwick,5178808,Communication Services
1432,MLI,"Mueller Industries, Inc.",39390,275,Gregory Christopher,10841767,Industrials
1825,UCTT,"Ultra Clean Holdings, Inc.",39341,132,James Scholhamer,5201766,Information Technology
714,FMBH,"First Mid Bancshares, Inc.",39261,43,Joseph Dively,1689377,Financials
1341,FDX,FedEx Corporation,39177,270,Frederick Smith,10596150,Industrials
1631,COHU,"Cohu, Inc.",39091,117,Luis Muller,4582416,Information Technology
312,SFIX,"Stitch Fix, Inc.",39000,80,Elizabeth Spaulding,3134920,Consumer Discretionary
237,LKQ,LKQ Corporation,38982,242,Dominick Zarcone,9445636,Consumer Discretionary
25,EVC,Entravision Communications Corporation,38967,165,Walter Ulloa,6442220,Communication Services
394,COTY,Coty Inc.,38853,92,Sue Nabi,3557754,Consumer Staples
1374,HLMN,Hillman Solutions Corp.,38759,86,Douglas Cahill,3349100,Industrials
1043,ENSG,"The Ensign Group, Inc.",38735,192,Barry Port,7421472,Health Care
1835,VPG,"Vishay Precision Group, Inc.",38631,94,Ziv Shoshani,3624818,Information Technology
1412,KNX,"Knight-Swift Transportation Holdings, Inc.",38549,163,David Jackson,6281272,Industrials
1781,QLYS,"Qualys, Inc.",38519,244,Sumedh Thakar,9396665,Information Technology
255,MCRI,"Monarch Casino & Resort, Inc.",38434,142,John Farahi,5442917,Consumer Discretionary
305,RUTH,"Ruth's Hospitality Group, Inc.",38286,139,Cheryl Henry,5337817,Consumer Discretionary
1834,VNT,Vontier Corp.,38251,227,Mark Morelli,8686894,Information Technology
375,ALCO,"Alico, Inc.",38215,21,John Kiernan,796127,Consumer Staples
199,GRMN,Garmin Ltd.,38118,111,Clifton Pemble,4238341,Consumer Discretionary
36,IDT,IDT Corporation,38075,27,Shmuel Jonas,1027500,Communication Services
1727,MMS,"MAXIMUS, Inc.",38059,208,Bruce Caswell,7906006,Information Technology
105,AXL,"American Axle & Manufacturing Holdings, Inc.",38032,294,David Dauch,11176460,Consumer Discretionary
1114,MMSI,"Merit Medical Systems, Inc.",38022,198,Fred Lampropoulos,7537100,Health Care
429,MKC,"McCormick & Company, Incorporated",38004,335,Lawrence Kurzius,12718656,Consumer Staples
309,SCI,Service Corporation International,37979,308,Thomas Ryan,11708035,Consumer Discretionary
1005,CCRN,"Cross Country Healthcare, Inc.",37851,117,Kevin Clark,4446758,Health Care
748,HOMB,"Home BancShares, Inc.",37831,135,John Allison,5124815,Financials
908,TRST,TrustCo Bank Corp NY,37801,84,Robert McCormick,3184330,Financials
1608,BDC,Belden Inc.,37775,181,Roel Vestjens,6831323,Information Technology
992,BDX,"Becton, Dickinson and Company",37748,443,Thomas Polen,16711230,Health Care
1171,RDNT,"RadNet, Inc.",37736,121,Howard Berger,4567222,Health Care
669,CTBI,"Community Trust Bancorp, Inc.",37720,49,Jean Hale,1853539,Financials
1977,AMT,American Tower Corporation,37616,428,Thomas Bartlett,16114574,Real Estate
1366,GXO,"GXO Logistics, Inc.",37522,271,Malcolm Wilson,10176933,Industrials
1957,TRS,TriMas Corporation,37489,122,Thomas Amato,4582126,Materials
652,CHCO,City Holding Company,37461,39,Charles Hageboeck,1458504,Financials
269,NKE,"NIKE, Inc.",37410,771,John Donahoe II,28838060,Consumer Discretionary
1098,LHCG,"LHC Group, Inc.",37393,89,Keith Myers,3336000,Health Care
1932,PPG,"PPG Industries, Inc.",37282,360,Michael McGarry,13418214,Materials
816,OFG,OFG Bancorp,37226,81,Jose Fernandez,3020837,Financials
409,HLF,Herbalife Nutrition Ltd.,37222,188,John Agwunobi,6996699,Consumer Staples
146,CVNA,Carvana Co.,36975,137,Ernie Garcia III,5050345,Consumer Discretionary
1531,TWI,"Titan International, Inc.",36943,123,Paul Reitz,4548330,Industrials
210,HLT,"Hilton Worldwide Holdings, Inc.",36915,631,Christopher Nassetta,23285248,Consumer Discretionary
348,VAC,Marriott Vacations Worldwide Corporation,36899,358,Stephen Weisz,13223937,Consumer Discretionary
1226,VTRS,Viatris Inc.,36865,398,Michael Goettler,14669592,Health Care
1212,UFPT,"UFP Technologies, Inc.",36749,71,R. Bailly,2619501,Health Care
179,FLWS,"1-800-FLOWERS.COM, Inc.",36640,132,Christopher McCann,4818185,Consumer Discretionary
250,MAR,"Marriott International, Inc.",36505,504,Anthony Capuano,18391882,Consumer Discretionary
257,MHK,"Mohawk Industries, Inc.",36391,143,Jeffrey Lorberbaum,5190696,Consumer Discretionary
304,RRR,"Red Rock Resorts, Inc.",36261,87,Frank Fertitta III,3150788,Consumer Discretionary
1614,BMI,"Badger Meter, Inc.",36254,101,Kenneth Bockhorst,3674319,Information Technology
203,H,Hyatt Hotels Corporation,36186,665,Mark Hoplamazian,24070053,Consumer Discretionary
411,HSY,The Hershey Company,36149,447,Michele Buck,16144570,Consumer Staples
1016,COO,"The Cooper Companies, Inc.",36105,305,Albert White III,10994906,Health Care
358,WH,"Wyndham Hotels & Resorts, Inc.",36102,504,Geoffrey Ballotti,18209539,Consumer Discretionary
1313,DCI,"Donaldson Company, Inc.",36093,195,Tod Carpenter,7043946,Industrials
1478,REZI,"Resideo Technologies, Inc.",36061,391,Jay Geldmacher,14103270,Industrials
247,LVS,Las Vegas Sands Corp.,35879,870,Robert G. Goldstein,31204900,Consumer Discretionary
300,RH,RH,35759,127,Gary Friedman,4532285,Consumer Discretionary
1929,OI,"O-I Glass, Inc.",35725,302,Andres Lopez,10794495,Materials
645,CBU,"Community Bank System, Inc.",35666,88,Mark Tryniski,3154969,Financials
1129,NHC,National HealthCare Corporation,35653,63,Stephen Flatt,2249445,Health Care
43,LILAK,Liberty Latin America Ltd.,35621,1055,Balan Nair,37576803,Communication Services
148,CZR,"Caesars Entertainment, Inc.",35618,634,Thomas Reeg,22576517,Consumer Discretionary
452,STZ,"Constellation Brands, Inc.",35606,338,William Newlands,12040281,Consumer Staples
1258,AOS,A. O. Smith Corporation,35561,194,Kevin Wheeler,6897982,Industrials
1217,UTMD,"Utah Medical Products, Inc.",35360,14,Kevin Cornwell,494210,Health Care
929,WABC,Westamerica Bancorporation,35351,21,David Payne,750563,Financials
2045,LSI,"Life Storage, Inc.",35260,147,Joseph Saffire,5168691,Real Estate
165,DXLG,"Destination XL Group, Inc.",35240,103,Harvey Kanter,3616278,Consumer Discretionary
1580,AGYS,"Agilysys, Inc.",35226,23,Ramesh Srinivasan,822789,Information Technology
261,MOV,"Movado Group, Inc.",35155,205,Efraim Grinberg,7212004,Consumer Discretionary
734,GSBC,"Great Southern Bancorp, Inc.",35129,45,Joseph Turner,1577503,Financials
1875,CCK,"Crown Holdings, Inc.",34999,338,Timothy Donahue,11815065,Materials
256,MGM,MGM Resorts International,34988,379,William Hornbuckle,13274524,Consumer Discretionary
1204,TFX,Teleflex Incorporated,34907,248,Liam Kelly,8673634,Health Care
648,CFFN,"Capitol Federal Financial, Inc.",34905,37,John Dicus,1284006,Financials
1827,UIS,Unisys Corporation,34786,232,Peter Altabef,8059535,Information Technology
154,DENN,Dennys Corporation,34752,184,John Miller,6400488,Consumer Discretionary
1003,CANO,"Cano Health, Inc.",34747,912,Marlow Hernandez,31685996,Health Care
186,GDEN,"Golden Entertainment, Inc.",34415,255,Blake Sartini,8781384,Consumer Discretionary
229,LCUT,"Lifetime Brands, Inc.",34385,133,Robert Kay,4559720,Consumer Discretionary
1238,ABM,"ABM Industries, Inc.",34343,220,Scott Salmirs,7556634,Industrials
1642,CTSH,Cognizant Technology Solutions Corporation,34225,575,Brian Humphries,19687285,Information Technology
169,ETD,Ethan Allen Interiors Inc.,34212,119,M. Kathwari,4075599,Consumer Discretionary
1538,UNF,UniFirst Corporation,34180,97,Steven Sintros,3312016,Industrials
201,GRWG,GrowGeneration Corp.,34103,60,Darren Lampert,2040132,Consumer Discretionary
279,PENN,"PENN Entertainment, Inc.",33930,1942,Jay Snowden,65887214,Consumer Discretionary
271,NWL,"Newell Brands, Inc.",33913,337,Ravichandra Saligram,11438798,Consumer Discretionary
1663,ENV,"Envestnet, Inc.",33810,183,William Crager,6172629,Information Technology
1769,PLAB,"Photronics, Inc.",33696,60,Peter Kirlin,2006994,Information Technology
89,AAN,"The Aaron's Company, Inc.",33632,178,Douglas Lindsay,5998425,Consumer Discretionary
234,LESL,"Leslie's, Inc.",33514,236,Michael Egeck,7911515,Consumer Discretionary
1089,ITGR,Integer Holdings Corporation,33479,207,Joseph Dziedzic,6922075,Health Care
432,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",32904,19,Kemper Isely,620393,Consumer Staples
1998,CUBE,CubeSmart,32895,230,Christopher Marr,7556805,Real Estate
697,FBP,First BanCorp (Puerto Rico),32886,127,Aurelio Aleman-Bermudez,4183057,Financials
96,AMZN,"Amazon.com, Inc.",32855,6474,Andrew Jassy,212701169,Consumer Discretionary
296,RCII,"Rent-A-Center, Inc.",32729,358,Mitchell Fadel,11732761,Consumer Discretionary
1071,ICUI,"ICU Medical, Inc.",32600,156,Vivek Jain,5071358,Health Care
882,SMBC,"Southern Missouri Bancorp, Inc.",32509,20,Greg Steffens,651898,Financials
1962,VVV,"Valvoline, Inc.",32448,163,Samuel Mitchell,5294758,Materials
445,SEB,Seaboard Corporation,32219,175,Robert Steer,5653886,Consumer Staples
263,MPX,Marine Products Corporation,32070,39,Richard Hubbell,1254878,Consumer Discretionary
2093,SUI,"Sun Communities, Inc.",32037,432,Gary Shiffman,13828288,Real Estate
339,TUP,Tupperware Brands Corporation,32032,170,Miguel Fernandez,5433669,Consumer Discretionary
373,ACI,"Albertsons Companies, Inc.",31781,272,Vivek Sankaran,8639520,Consumer Staples
106,AZO,"AutoZone, Inc.",31751,451,William Rhodes III,14330010,Consumer Discretionary
121,BWA,BorgWarner Inc.,31740,554,Frederic Lissalde,17592090,Consumer Discretionary
1299,CMPR,Cimpress Plc,31615,257,Robert Keane,8133820,Industrials
1381,HTZ,"Hertz Global Holdings, Inc.",31538,451,Mark Fields,14216577,Industrials
138,COLM,Columbia Sportswear Company,31397,151,Timothy Boyle,4751179,Consumer Discretionary
471,AM,Antero Midstream Corp.,31393,172,Paul Rady,5388890,Energy
122,BYD,Boyd Gaming Corporation,31361,470,Keith Smith,14740782,Consumer Discretionary
557,TDW,Tidewater Inc.,31320,95,Quintin Kneen,2974513,Energy
1901,HCC,"Warrior Met Coal, Inc.",31269,182,Walter Scheller III,5679932,Materials
301,RICK,"RCI Hospitality Holdings, Inc.",31039,50,Eric Langan,1545218,Consumer Discretionary
426,MDLZ,"Mondelez International, Inc.",31024,520,Dirk de Put,16128320,Consumer Staples
189,GIII,"G-III Apparel Group, Ltd.",30692,813,Morris Goldfarb,24942778,Consumer Discretionary
2008,ELS,"Equity LifeStyle Properties, Inc.",30514,136,Marguerite Nader,4138489,Real Estate
361,WING,"Wingstop, Inc.",30268,167,Charles Morrison,5042788,Consumer Discretionary
139,CONN,"Conn's, Inc.",30255,381,Chandra Holt,11541818,Consumer Discretionary
152,DDS,"Dillard's, Inc.",30121,420,William II,12655214,Consumer Discretionary
1042,ENOV,Enovis Corporation,30024,461,Matthew Trerotola,13833746,Health Care
109,BBY,"Best Buy Co., Inc.",29999,521,Corie Barry,15631157,Consumer Discretionary
260,MOD,Modine Manufacturing Company,29744,68,Neil Brinker,2013440,Consumer Discretionary
293,QRTEA,"Qurate Retail, Inc.",29674,547,David Rawlinson II,16225908,Consumer Discretionary
285,PLNT,"Planet Fitness, Inc.",29640,313,Christopher Rondeau,9272049,Consumer Discretionary
1288,CAR,"Avis Budget Group, Inc.",29628,290,Joseph Ferraro,8594555,Industrials
99,APEI,"American Public Education, Inc.",29408,102,Angela Selden,2994052,Consumer Discretionary
398,EL,"The Estee Lauder Companies, Inc.",29236,872,Fabrizio Freda,25480056,Consumer Staples
1668,EVTC,"EVERTEC, Inc.",29179,257,Morgan Schuessler Jr.,7498179,Information Technology
335,TPR,"Tapestry, Inc.",29147,471,Joanne Crevoiserat,13739426,Consumer Discretionary
2055,NSA,National Storage Affiliates Trust,29115,109,Tamara Fischer,3175600,Real Estate
1369,HCSG,"Healthcare Services Group, Inc.",29109,151,Theodore Wahl,4405773,Industrials
1659,EEFT,"Euronet Worldwide, Inc.",29102,401,Michael Brown,11680872,Information Technology
337,TSCO,Tractor Supply Company,29046,383,Harry Lawton III,11117251,Consumer Discretionary
124,CAKE,The Cheesecake Factory Incorporated,28866,255,David Overton,7375204,Consumer Discretionary
2070,PSA,Public Storage,28787,360,Joseph Russell,10358153,Real Estate
206,HD,"The Home Depot, Inc.",28697,455,Craig Menear,13059751,Consumer Discretionary
680,ECPG,"Encore Capital Group, Inc.",28681,160,Ashish Masih,4600775,Financials
